chr_id,embryo_id,crossover_position,z_score
1,102345,0.137753,2.016491
1,102345,0.214233,2.026661
1,102345,0.422382,2.099842
1,102345,0.620649,3.611772
1,102345,0.719221,2.176415
1,102345,0.915480,2.871187
1,145323,0.664207,1.980482
1,145424,0.434180,2.280613
1,145739,0.213065,2.044028
1,145739,0.968659,2.104035
1,145848,0.092039,2.264461
1,145848,0.339251,1.967510
1,145848,0.613697,2.036954
1,145848,0.757477,2.033928
1,145848,0.779207,2.284455
1,145848,0.893384,1.967929
1,145959,0.634684,2.034766
1,145959,0.927527,2.176080
1,146072,0.965947,2.030733
1,81736,0.061175,1.978167
1,81736,0.212989,1.981585
1,81736,0.342911,1.988387
1,81736,0.646739,2.250398
1,81736,0.943639,2.062152
1,108472,0.050205,1.972959
1,108472,0.264520,1.994404
1,108472,0.910537,1.963994
1,108571,0.058311,1.975253
1,108571,0.830796,2.022181
1,108775,0.650079,2.036054
1,108987,0.212763,2.069962
1,108987,0.651575,1.999966
1,108987,0.948916,1.967703
1,109096,0.361396,1.960925
1,109320,0.593835,2.458907
1,109320,0.867437,1.962629
1,110873,0.338651,1.962852
1,110873,0.366869,2.153927
1,110972,0.073843,2.071999
1,110972,0.350337,1.970989
1,110972,0.448928,2.003116
1,110972,0.809353,1.964993
1,110972,0.927205,1.965147
1,111073,0.053649,2.166559
1,111073,0.073412,2.166559
1,111073,0.651184,2.146201
1,105169,0.342023,2.182824
1,105169,0.837451,2.025694
1,105684,0.176632,2.079133
1,105684,0.470358,2.591691
1,105684,0.854000,2.024482
1,105684,0.947028,2.028781
1,107570,0.272653,2.307332
1,107570,0.630286,1.977947
1,106595,0.045629,2.197535
1,106595,0.099072,2.042286
1,106595,0.246126,2.288946
1,106696,0.613122,2.057197
1,106696,0.836153,2.040647
1,107344,0.139742,2.066452
1,107344,0.354699,2.061762
1,107344,0.362652,2.848026
1,107344,0.472170,2.051294
1,107344,0.951611,1.967519
1,108897,0.046008,2.027525
1,108897,0.274502,2.051474
1,108897,0.327804,1.960567
1,108897,0.442181,2.263184
1,108897,0.666438,2.017557
1,108897,0.845826,2.003519
1,108996,0.446559,2.141488
1,108996,0.766675,3.265803
1,108996,0.974041,2.093895
1,106463,0.061853,2.017997
1,106463,0.327140,2.152075
1,106671,0.046051,2.066171
1,106671,0.173422,1.949616
1,106998,0.167494,2.005113
1,106998,0.320633,2.024045
1,106998,0.615042,2.137489
1,106998,0.661717,2.074031
1,79820,0.060897,2.427462
1,79820,0.181320,2.332616
1,79820,0.187486,4.578899
1,79820,0.720189,1.975140
1,79820,0.818962,1.974454
1,79919,0.174010,2.009058
1,79919,0.261214,2.007441
1,79919,0.925547,2.944356
1,80020,0.114602,2.134650
1,80020,0.255650,2.381703
1,80020,0.727259,3.400025
1,80123,0.033677,2.135140
1,80123,0.091357,2.789493
1,80123,0.137289,2.333773
1,80123,0.443427,2.214478
1,80228,0.852160,2.348391
1,80335,0.228549,2.696001
1,80335,0.342926,3.245652
1,80335,0.664589,2.562200
1,80335,0.977535,2.741783
1,80444,0.030732,2.147449
1,80444,0.100945,3.240190
1,80444,0.182344,2.210692
1,80444,0.192567,1.987586
1,80444,0.348558,2.030936
1,80444,0.668614,1.973093
1,80444,0.825108,2.103746
1,80444,0.960232,2.121162
1,80555,0.103656,2.066359
1,80555,0.481272,2.197119
1,80555,0.803678,1.974630
1,80555,0.890661,2.700211
1,80668,0.025429,3.284047
1,80668,0.094458,1.967172
1,80668,0.100322,2.671909
1,80668,0.181621,2.230324
1,80668,0.192145,2.258848
1,80668,0.254827,2.157685
1,80668,0.467615,2.112335
1,80668,0.653491,2.011350
1,80668,0.948262,2.009143
1,82320,0.137529,2.693990
1,82320,0.147772,2.520270
1,82320,0.442261,2.170872
1,82320,0.443366,5.382012
1,82320,0.615825,2.079357
1,82320,0.618215,4.548500
1,82320,0.950402,1.994419
1,82524,0.075041,4.325689
1,82524,0.119105,3.530184
1,82524,0.180682,2.112454
1,82524,0.192391,2.471852
1,82524,0.346032,3.875427
1,82524,0.480915,3.279164
1,82524,0.722504,3.318704
1,82524,0.842063,4.294963
1,82524,0.939931,1.980460
1,82736,0.030812,3.859764
1,82736,0.137537,5.155447
1,82736,0.399953,4.244386
1,82736,0.816371,2.341301
1,82736,0.952078,1.962402
1,82845,0.307218,2.190590
1,82845,0.404564,2.994817
1,82845,0.595702,2.160850
1,82845,0.716426,1.985436
1,82845,0.895936,2.169501
1,83069,0.275694,2.074811
1,82419,0.073370,2.936346
1,82419,0.646321,2.490224
1,82419,0.753810,1.977537
1,82520,0.079857,2.044504
1,82520,0.164711,2.127126
1,82520,0.610030,2.870480
1,82623,0.122015,2.164416
1,82623,0.255291,2.242680
1,82623,0.316507,2.017121
1,82623,0.606558,3.006278
1,82728,0.086544,2.141986
1,82728,0.146394,3.131883
1,82728,0.672410,2.596940
1,82835,0.137502,2.380505
1,82835,0.147765,2.098571
1,82835,0.309560,1.989457
1,82835,0.948266,3.021192
1,82835,0.982148,1.980611
1,82944,0.137490,3.219446
1,82944,0.147592,2.427994
1,82944,0.237688,2.134390
1,82944,0.451420,3.500990
1,82944,0.948917,2.524615
1,82258,0.028789,2.435035
1,82258,0.947002,2.253362
1,82357,0.057207,2.388125
1,82357,0.344125,2.018207
1,82357,0.695130,2.146499
1,82357,0.883697,2.118767
1,82561,0.236897,2.285376
1,82561,0.723609,4.248220
1,82561,0.823868,2.508496
1,82666,0.056665,2.262635
1,82666,0.086610,2.152143
1,82666,0.884923,2.088050
1,83106,0.804065,3.257486
1,84562,0.368507,2.019294
1,84562,0.642531,2.355481
1,84562,0.826760,1.980390
1,84659,0.043410,2.020772
1,84659,0.220047,2.041835
1,84659,0.406706,1.965616
1,84659,0.917338,2.075957
1,84758,0.069579,1.961969
1,84758,0.217255,2.034880
1,84758,0.777253,1.994971
1,85174,0.051303,2.451535
1,85174,0.207896,2.312176
1,85174,0.630661,2.336111
1,85174,0.787636,2.006036
1,82466,0.120685,2.022698
1,82466,0.287220,1.997562
1,82466,0.395332,2.395764
1,82466,0.481250,2.194801
1,82466,0.782408,1.966354
1,82466,0.808677,2.027455
1,82466,0.926871,1.997782
1,82466,0.982141,1.960565
1,150729,0.019741,2.131021
1,150729,0.272978,1.966874
1,150729,0.310756,1.968586
1,150729,0.387697,2.048840
1,150729,0.638705,2.006494
1,150729,0.808976,2.025585
1,150729,0.945767,2.177617
1,150830,0.120677,2.196779
1,150830,0.155663,2.180582
1,150830,0.383755,2.000354
1,150830,0.586221,2.857101
1,150830,0.680876,2.158788
1,150830,0.858437,1.967047
1,150830,0.891334,1.823922
1,150830,0.912864,1.991968
1,150830,0.934213,2.014169
1,150933,0.121058,1.969393
1,150933,0.177112,1.986643
1,150933,0.200971,1.970717
1,150933,0.224249,1.980009
1,150933,0.448103,1.997522
1,150933,0.640988,2.001437
1,150933,0.681437,2.119707
1,150933,0.731406,1.993583
1,82874,0.079258,1.975417
1,82874,0.092734,2.089469
1,82874,0.104865,1.962995
1,82874,0.384753,2.068429
1,82874,0.470089,1.960664
1,82874,0.475472,2.959201
1,82874,0.479870,2.020205
1,82874,0.608387,2.004233
1,82874,0.610174,5.405737
1,82874,0.910086,2.113806
1,82981,0.121879,2.033820
1,82981,0.176387,1.737009
1,82981,0.218302,1.970708
1,82981,0.231738,1.963479
1,82981,0.394397,1.975206
1,82981,0.480215,1.977985
1,82981,0.692542,1.293804
1,82981,0.731303,1.968115
1,151254,0.019697,1.973980
1,151254,0.027409,2.318145
1,151254,0.063721,2.014292
1,151254,0.402194,1.988899
1,152934,0.091759,2.021132
1,152934,0.400186,2.008360
1,152934,0.664931,2.075315
1,152934,0.686240,2.044459
1,152934,0.808993,1.965331
1,152934,0.877840,2.335016
1,152934,0.924354,1.979678
1,153130,0.079459,2.158974
1,153130,0.148085,2.186819
1,153130,0.183533,2.182341
1,153130,0.189157,2.888595
1,153130,0.235430,2.018434
1,153130,0.270617,2.064855
1,153130,0.311025,2.172981
1,153130,0.408392,2.008324
1,153130,0.420442,2.571672
1,153130,0.591617,2.041219
1,153130,0.681572,2.080122
1,153130,0.731039,2.014019
1,153130,0.854936,2.049578
1,153130,0.861644,2.594266
1,153130,0.910106,1.997204
1,153879,0.121204,1.962988
1,153879,0.150366,1.982899
1,153879,0.234919,2.072355
1,153879,0.250464,1.997062
1,153879,0.359379,1.432862
1,153879,0.365283,1.984656
1,153879,0.666501,2.125681
1,153879,0.694899,2.150093
1,153879,0.804517,2.101806
1,153879,0.924739,1.988548
1,153879,0.963902,2.270408
1,140015,0.054305,2.003800
1,140015,0.166573,1.658446
1,140015,0.744184,2.151461
1,140015,0.841591,2.099540
1,140114,0.728700,2.085112
1,140215,0.234437,2.016021
1,140215,0.737979,2.162298
1,146747,0.071758,2.161455
1,146747,0.124699,2.053302
1,146747,0.434050,2.042337
1,78682,0.433006,2.561216
1,78991,0.147675,1.961266
1,78991,0.836048,2.304278
1,78991,0.964766,2.040565
1,79098,0.029743,2.093435
1,79098,0.118373,2.145609
1,79098,0.257092,2.444928
1,79098,0.590343,2.054312
1,79098,0.705483,3.005357
1,187647,0.075433,2.035570
1,187647,0.221644,2.208085
1,187647,0.876718,2.045643
1,187754,0.197443,1.981145
1,187754,0.627759,2.047470
1,187754,0.951771,2.288393
1,187863,0.253406,5.079001
1,148061,0.419490,2.096539
1,148061,0.633342,2.085005
1,148061,0.748985,2.135208
1,148061,0.845789,2.035154
1,148160,0.470422,1.980291
1,148160,0.871537,2.202671
1,148261,0.403081,2.135925
1,148261,0.955869,2.069989
1,80200,0.106784,2.075587
1,80200,0.405772,3.510172
1,148469,0.046151,1.984392
1,148469,0.147253,1.985952
1,148469,0.372232,1.991549
1,148469,0.622658,2.172589
1,148685,0.183063,1.982646
1,148685,0.201319,1.982646
1,148685,0.319512,1.994135
1,148685,0.857679,2.077220
1,148685,0.984809,2.275983
1,148909,0.027875,2.035326
1,150462,0.183846,2.344018
1,150462,0.635572,1.991660
1,104393,0.057338,2.040603
1,104393,0.250584,2.656355
1,104393,0.876096,1.968384
1,104393,0.973723,2.063105
1,72610,0.377736,1.971304
1,72610,0.388100,2.265225
1,73026,0.143193,1.999423
1,73026,0.147852,3.273173
1,73026,0.377611,1.973499
1,73026,0.387693,2.010079
1,73026,0.666115,2.261615
1,73135,0.175467,2.088260
1,73135,0.191816,2.007264
1,73135,0.376607,1.987207
1,73135,0.396149,2.197670
1,78030,0.150604,2.069874
1,78030,0.948133,2.070488
1,78234,0.342987,1.990017
1,78446,0.080109,1.980243
1,78446,0.835041,2.144922
1,78446,0.959882,2.087448
1,78555,0.139669,2.109924
1,78555,0.463018,2.090691
1,78555,0.753210,2.178356
1,78779,0.138132,1.977619
1,78779,0.810297,2.262197
1,80235,0.660918,2.056840
1,80235,0.826449,2.079172
1,77333,0.090826,2.044014
1,77333,0.403833,2.155614
1,77333,0.901470,2.029701
1,83318,0.175531,2.045324
1,83318,0.191257,2.800495
1,83318,0.360102,2.215009
1,83318,0.877622,2.039219
1,83318,0.983504,2.830323
1,83726,0.018578,2.256752
1,83726,0.056135,2.070473
1,83726,0.139784,1.973367
1,83726,0.246028,3.259555
1,83726,0.351869,2.201716
1,83726,0.464821,2.167183
1,83726,0.474019,3.148680
1,83726,0.983145,2.041588
1,82359,0.018171,1.976066
1,82359,0.148053,2.013139
1,82359,0.352285,1.995713
1,82359,0.368493,2.871132
1,82359,0.380061,2.005285
1,82359,0.591906,2.098183
1,82359,0.686280,2.095257
1,82359,0.827027,2.041043
1,82359,0.984284,2.334202
1,82767,0.018139,3.098284
1,82767,0.175496,2.537281
1,82767,0.190660,1.961774
1,82767,0.442350,3.472708
1,82767,0.443656,7.161352
1,82767,0.673013,2.784755
1,82767,0.826333,2.402555
1,82767,0.982967,3.811584
1,79472,0.093670,1.997476
1,79472,0.117991,2.638567
1,79472,0.800681,2.146814
1,79579,0.068926,1.965922
1,79579,0.100860,2.031553
1,79579,0.122430,2.064981
1,79579,0.153941,2.098369
1,79579,0.453170,1.971702
1,79579,0.641476,2.448869
1,79579,0.731914,2.063501
1,79579,0.740570,2.135118
1,79579,0.829742,2.056559
1,79799,0.240723,2.286192
1,79799,0.268740,2.005093
1,79799,0.632419,2.091160
1,79799,0.809879,2.035876
1,79799,0.855650,2.147324
1,79799,0.966031,2.315985
1,81368,0.047075,1.960481
1,81368,0.096301,2.013969
1,81368,0.342147,2.274056
1,81368,0.467390,1.962809
1,81465,0.671361,2.039274
1,81465,0.692489,1.955985
1,81465,0.783851,1.964334
1,81465,0.884872,1.964127
1,80301,0.081195,1.982365
1,80301,0.857837,1.985658
1,80406,0.440404,2.052573
1,80406,0.971802,1.963729
1,80513,0.193643,3.280968
1,80513,0.952752,3.003045
1,80622,0.138306,2.455403
1,80622,0.262143,3.099343
1,80622,0.642732,2.014681
1,80733,0.017324,2.038085
1,80733,0.163835,2.141487
1,80733,0.344429,2.067758
1,80733,0.808547,1.961239
1,80846,0.089911,2.029711
1,80846,0.219934,3.110089
1,80846,0.637457,3.154564
1,82302,0.166097,4.420043
1,82302,0.253642,2.938680
1,82302,0.432188,2.436667
1,82399,0.048532,2.248422
1,82399,0.341073,2.264731
1,82399,0.464508,2.146375
1,82399,0.669464,2.962764
1,82399,0.744959,2.012792
1,82702,0.153354,2.097789
1,82702,0.339571,2.121389
1,82702,0.867153,2.530624
1,104883,0.042834,2.063304
1,104883,0.212442,2.015450
1,104883,0.918991,2.039169
1,105091,0.022932,1.970129
1,105091,0.126223,2.140665
1,105091,0.442102,1.982351
1,105091,0.824980,1.874003
1,105091,0.878684,1.994835
1,105418,0.061552,1.996010
1,105418,0.814395,2.141610
1,105418,0.918951,1.979042
1,78740,0.100902,1.987322
1,78740,0.150810,2.270088
1,78740,0.167921,2.810170
1,78740,0.601973,2.965639
1,78740,0.826792,2.127700
1,78740,0.846072,1.999426
1,78940,0.077853,2.555663
1,78940,0.268468,2.085511
1,79043,0.064537,1.998284
1,79043,0.152967,2.585044
1,79043,0.682156,1.967854
1,79043,0.824972,1.969757
1,79043,0.919185,2.901167
1,79255,0.151470,1.991420
1,79255,0.621071,2.072521
1,79255,0.829882,2.027410
1,79255,0.952213,1.987679
1,79364,0.120595,1.962814
1,79364,0.153312,1.977352
1,79364,0.367606,3.249137
1,79364,0.629480,2.060411
1,79364,0.860805,2.151547
1,79588,0.342536,2.080825
1,79588,0.621018,2.305684
1,79588,0.718405,3.747906
1,79588,0.824588,2.000754
1,79588,0.941235,2.152476
1,81240,0.149983,2.831395
1,81240,0.679333,2.123138
1,79911,0.314729,2.032502
1,79911,0.362327,2.065063
1,87954,0.035576,2.243217
1,87954,0.154673,1.961995
1,87954,0.457779,2.009445
1,87954,0.721419,2.261100
1,87954,0.811837,2.076132
1,87954,0.913601,2.074363
1,87954,0.957926,2.243099
1,88158,0.033106,2.283019
1,88158,0.123564,2.070718
1,88158,0.418053,1.969263
1,88158,0.459084,2.113709
1,88158,0.730879,2.171201
1,79625,0.045569,2.053026
1,79625,0.058844,2.016575
1,79829,0.988746,2.092700
1,80041,0.680841,2.089717
1,80374,0.226625,2.127158
1,81927,0.627859,1.995591
1,81927,0.641115,2.155547
1,82230,0.631062,2.007221
1,82230,0.641485,2.381837
1,79589,0.154368,2.054042
1,79589,0.202167,2.018994
1,79589,0.863207,2.103950
1,79898,0.216246,2.041232
1,79898,0.284310,2.052103
1,79898,0.461811,2.183666
1,79898,0.668795,2.041184
1,80114,0.104239,2.651177
1,80114,0.215342,2.776157
1,80114,0.306945,2.427393
1,80114,0.466953,1.987422
1,80114,0.619590,2.581661
1,80114,0.778071,2.081897
1,80114,0.970434,2.058605
1,80225,0.350377,2.706879
1,80225,0.465377,1.968961
1,81990,0.047361,2.000378
1,81990,0.213093,2.008677
1,81990,0.257478,2.194036
1,81990,0.391578,2.731234
1,81990,0.466872,2.174114
1,81990,0.660320,2.436206
1,82091,0.058067,3.665759
1,82091,0.201706,2.090389
1,82091,0.756904,2.658129
1,82406,0.215262,2.115848
1,82406,0.477939,2.387129
1,82406,0.772789,2.650619
1,81893,0.219713,2.248534
1,81893,0.300671,2.033247
1,119065,0.047461,2.071870
1,119065,0.361733,2.229753
1,119065,0.462534,2.036686
1,119065,0.635676,1.981585
1,119065,0.878992,1.992105
1,119065,0.952138,2.059533
1,119170,0.219680,3.373453
1,119170,0.280193,1.969169
1,119170,0.466993,2.399943
1,119170,0.669177,1.997125
1,119170,0.845653,3.118054
1,119170,0.859572,2.569811
1,82667,0.082584,2.007606
1,82667,0.426440,2.264753
1,82667,0.710907,2.070907
1,82766,0.089138,2.007031
1,82766,0.232797,1.984678
1,83075,0.123470,2.738436
1,83075,0.614018,2.098965
1,83075,0.642316,2.002195
1,83182,0.306736,2.566271
1,83402,0.147977,2.085303
1,83402,0.432204,1.975584
1,84349,0.075272,2.015709
1,84349,0.285329,2.065341
1,84349,0.650132,2.025796
1,84452,0.364268,2.304225
1,84452,0.696375,2.982181
1,84452,0.969716,2.052167
1,80770,0.036973,2.091127
1,80770,0.616552,2.314249
1,80869,0.195153,2.752216
1,80869,0.335740,2.174947
1,80869,0.431459,2.092646
1,80869,0.462268,2.003687
1,80869,0.615548,2.321078
1,80869,0.637500,2.048640
1,80869,0.805943,1.986355
1,80970,0.087439,1.996716
1,80970,0.264197,2.050819
1,80970,0.656394,2.031856
1,80970,0.827588,2.034786
1,81178,0.449981,2.125586
1,81285,0.089608,2.053870
1,81285,0.326356,2.539544
1,81285,0.443947,1.994223
1,81285,0.660792,2.789114
1,81285,0.820720,2.000231
1,81285,0.981210,2.110474
1,81394,0.365218,2.350140
1,81505,0.061387,2.705835
1,81505,0.148671,1.961579
1,81505,0.357905,2.102346
1,81505,0.474532,2.117589
1,81505,0.704612,2.021499
1,81505,0.770166,2.028017
1,80286,0.226461,2.343233
1,80286,0.673528,2.032891
1,80286,0.752216,2.001293
1,80286,0.818633,1.965638
1,80286,0.823273,1.771990
1,80286,0.849844,1.974263
1,80286,0.978159,2.093249
1,80595,0.170026,2.392335
1,80595,0.179526,1.999284
1,80595,0.279021,3.643274
1,80595,0.673628,2.130321
1,80595,0.940623,2.219518
1,80702,0.150304,2.141921
1,80702,0.228590,1.960314
1,80702,0.440274,2.089950
1,80702,0.717993,2.072381
1,80811,0.166342,2.195345
1,80811,0.178573,2.120559
1,80811,0.437735,2.492188
1,80811,0.590372,2.410055
1,80811,0.940534,2.019693
1,80922,0.836367,2.115759
1,80922,0.972174,2.057871
1,81035,0.056110,2.190683
1,81035,0.818352,2.099565
1,81035,0.935280,3.237185
1,82588,0.322683,2.320589
1,82588,0.451079,2.103848
1,82588,0.952552,2.099960
1,82788,0.069084,2.027820
1,82788,0.675154,1.978610
1,83212,0.437984,2.358963
1,83212,0.620968,2.157095
1,83212,0.666016,2.034843
1,83212,0.818031,1.979923
1,83212,0.936646,2.035710
1,83436,0.178521,2.050178
1,83436,0.339132,1.980184
1,83436,0.443909,2.050859
1,83436,0.757358,2.011626
1,83436,0.909934,2.218297
1,82687,0.368213,2.109774
1,82887,0.220035,2.039171
1,82887,0.655131,1.992490
1,82887,0.817689,2.013415
1,83202,0.231482,2.050053
1,83202,0.615827,1.993972
1,83202,0.696785,2.052264
1,82691,0.178843,2.712119
1,82691,0.326379,2.065586
1,82691,0.619723,2.868031
1,82691,0.631131,2.103007
1,82691,0.633862,2.968757
1,82691,0.948455,2.191845
1,82788,0.054104,2.076226
1,82788,0.230943,2.001771
1,82788,0.255907,2.006062
1,82788,0.301517,2.047114
1,82788,0.305132,2.903896
1,82788,0.817692,2.008345
1,82788,0.877803,2.076181
1,82788,0.939179,1.966502
1,119459,0.248935,3.739403
1,119459,0.342566,2.046452
1,119459,0.727754,1.963299
1,119459,0.833857,2.013577
1,118961,0.307711,2.221197
1,118961,0.761928,2.622402
1,77780,0.059631,2.158945
1,77780,0.149948,1.982404
1,77780,0.273182,1.985861
1,77780,0.453455,1.969323
1,77780,0.809762,2.025041
1,77881,0.248331,2.073048
1,78305,0.060354,1.975471
1,78305,0.933740,2.072214
1,78305,0.947919,2.025941
1,78416,0.630674,2.021105
1,78416,0.946915,1.984624
1,82062,0.268561,2.005287
1,82062,0.693735,2.315551
1,82062,0.703074,2.215711
1,81186,0.156372,2.014274
1,81186,0.164406,2.077335
1,81186,0.796183,2.035571
1,81186,0.804679,2.474928
1,81186,0.970310,2.063614
1,81495,0.351145,2.041362
1,81495,0.645534,2.276527
1,81495,0.907407,2.078482
1,81822,0.027414,2.379170
1,81113,0.394486,2.149471
1,81113,0.671623,2.047754
1,81113,0.902688,2.114242
1,81113,0.938196,2.009884
1,81087,0.311199,3.141914
1,81087,0.617598,2.049249
1,81747,0.064387,2.182971
1,81747,0.310053,2.028064
1,81747,0.641737,2.733738
1,81212,0.620811,2.445436
1,81212,0.696708,2.245834
1,74333,0.636244,2.282920
1,74741,0.165634,2.229756
1,74741,0.175435,1.992823
1,74741,0.345646,1.961336
1,74741,0.629451,2.252214
1,74741,0.749793,2.203147
1,74741,0.926029,1.973008
1,75181,0.744302,2.341627
1,75181,0.762739,2.455583
1,76637,0.115350,2.165002
1,76637,0.167548,2.042069
1,76637,0.175622,2.682147
1,76833,0.055912,2.356220
1,76833,0.215117,1.968800
1,76833,0.353996,2.995087
1,76833,0.729986,2.029659
1,76833,0.947132,2.605091
1,76934,0.450166,2.001513
1,76934,0.808542,2.068275
1,76934,0.943164,1.962352
1,77037,0.145675,3.366401
1,77037,0.226332,2.030585
1,77037,0.340669,2.092126
1,77037,0.612383,1.977948
1,77037,0.634415,2.500089
1,77037,0.671189,1.969585
1,77037,0.875080,2.087558
1,77037,0.896087,2.234355
1,77037,0.906190,2.016497
1,77142,0.166832,2.173468
1,77142,0.179344,2.213326
1,77142,0.321458,1.965796
1,77142,0.828635,2.005891
1,77249,0.151079,2.661113
1,77249,0.755342,2.286695
1,77249,0.762029,4.891380
1,77249,0.859255,2.019223
1,77249,0.965479,2.534080
1,77582,0.236335,2.243705
1,77582,0.446171,1.998975
1,77582,0.704931,2.016881
1,77582,0.805852,1.975769
1,76736,0.081961,2.731183
1,76736,0.100317,1.972266
1,76736,0.104274,3.523614
1,76736,0.245704,3.235864
1,76736,0.359760,3.021296
1,76736,0.441923,1.966945
1,76736,0.443510,5.106797
1,76736,0.629627,2.369339
1,76736,0.829260,2.022742
1,74432,0.480585,3.064862
1,74432,0.730026,2.077356
1,74432,0.795539,2.130785
1,74432,0.966513,2.534131
1,74533,0.073978,2.945117
1,74533,0.123103,2.156021
1,74533,0.179499,2.068689
1,74533,0.259252,2.025343
1,74533,0.480576,2.065891
1,74533,0.656610,1.970038
1,74533,0.795972,2.175754
1,74533,0.938126,2.261789
1,74957,0.096050,1.985967
1,74957,0.166725,2.183940
1,74957,0.176084,2.017537
1,74957,0.251981,2.163412
1,74957,0.354609,1.972598
1,74957,0.366057,2.372365
1,74957,0.750743,2.137795
1,74957,0.762251,2.141794
1,74957,0.792336,2.100026
1,74957,0.948769,2.119352
1,75068,0.126772,2.804676
1,75068,0.235205,2.009362
1,75068,0.354603,2.054029
1,75068,0.471913,1.960699
1,75068,0.750998,2.188571
1,75068,0.948322,1.968937
1,76734,0.020448,1.986443
1,76734,0.350586,2.108939
1,76734,0.471210,2.039406
1,76734,0.951796,2.141275
1,76829,0.156211,2.177774
1,76829,0.336423,3.004537
1,76829,0.634728,2.008954
1,76829,0.948337,1.971426
1,77237,0.155749,1.994961
1,77237,0.686705,1.985959
1,77237,0.940766,2.048298
1,77344,0.449796,2.060047
1,77344,0.685018,2.515157
1,77344,0.720948,2.073499
1,75073,0.263849,2.084119
1,75073,0.324924,2.410358
1,75073,0.654801,1.984215
1,75073,0.861765,2.065426
1,75073,0.883917,2.065426
1,75073,0.938646,2.034653
1,75497,0.091209,1.990879
1,75497,0.194178,2.039095
1,75497,0.273871,2.312188
1,75497,0.349426,2.078699
1,78187,0.032503,1.986567
1,78187,0.275136,2.817583
1,78187,0.446451,2.039710
1,78187,0.926133,2.014263
1,78395,0.464125,2.041241
1,78395,0.861885,2.794249
1,78395,0.923984,2.296348
