chr_id,embryo_id,crossover_position,z_score
1,102155,0.474547,2.066290
1,102155,0.689986,2.037819
1,102155,0.907434,2.064110
2,108284,0.437925,2.521950
2,180303,0.137665,2.048037
2,180303,0.171625,3.230459
2,180303,0.188616,1.982192
2,180303,0.288536,2.177444
2,180303,0.304081,2.263441
2,180303,0.598412,2.460249
2,104465,0.061683,2.015405
2,104465,0.171017,1.985786
2,104465,0.970295,2.035284
2,93032,0.249180,1.995519
2,93032,0.563660,2.006150
2,93032,0.788542,1.998665
2,93032,0.889742,1.990160
2,93032,0.904503,1.990160
2,93032,0.981054,2.027730
2,104868,0.270898,1.985949
2,104868,0.457236,1.979986
2,104868,0.627162,2.051219
2,104868,0.733874,1.980566
2,101072,0.066419,2.519856
2,101072,0.173275,2.010479
2,101072,0.343243,2.639654
2,101072,0.434141,2.007290
2,101072,0.685799,2.564378
2,101072,0.780083,3.469225
2,139551,0.029895,2.044486
2,139551,0.265038,2.075455
2,139551,0.504516,2.026546
2,139551,0.690008,1.978430
2,139551,0.861627,2.013469
2,139551,0.953083,2.003960
2,110696,0.094911,2.296850
2,110696,0.110085,2.275160
2,110696,0.231702,1.974066
2,110696,0.272785,1.983592
2,144191,0.042257,2.293445
2,144191,0.267800,3.248465
2,144191,0.440162,2.415027
2,144191,0.461013,2.700059
2,144191,0.695310,2.683769
2,144191,0.715830,2.123998
2,144191,0.765089,2.046980
2,144191,0.897194,2.005505
2,135937,0.090000,1.964708
2,135937,0.140538,2.044105
2,135937,0.315543,2.037402
2,135937,0.449692,2.486858
2,135937,0.653971,1.987651
2,135937,0.771625,1.970320
2,135937,0.878068,1.961084
2,135937,0.941984,2.032505
2,167900,0.055027,2.029609
2,167900,0.128956,2.104735
2,167900,0.190931,2.012309
2,167900,0.333627,2.126749
2,167900,0.515960,2.031163
2,165922,0.441839,1.989607
2,165922,0.971313,2.054011
2,98340,0.262350,1.987965
2,98340,0.424741,2.023930
2,98340,0.708770,2.125334
2,98340,0.796675,2.280922
2,102669,0.120306,2.192169
2,102669,0.348079,2.120705
2,102669,0.713138,2.121122
2,102669,0.913639,2.090830
2,99596,0.040686,2.199503
2,99596,0.251365,2.047066
2,99596,0.261914,3.228560
2,99596,0.514151,2.137824
2,99596,0.542867,2.007200
2,99596,0.717645,2.178899
2,103500,0.074851,1.995144
2,103500,0.096466,2.223804
2,103500,0.101070,1.836811
2,103500,0.244076,1.975040
2,103500,0.479487,2.488175
2,103500,0.528662,2.406892
2,102387,0.297566,2.019848
2,102387,0.330659,2.801809
2,102387,0.346370,2.772266
2,102387,0.432107,2.428537
2,102387,0.673237,2.062253
2,102387,0.855384,2.064375
2,102387,0.980966,2.046020
2,103371,0.074862,1.969755
2,103371,0.270470,1.966079
2,103371,0.516926,1.968822
2,103371,0.522211,4.095831
2,103371,0.940120,1.970135
2,106140,0.048697,1.966807
2,106140,0.102249,2.244843
2,106140,0.184622,2.931452
2,106140,0.441503,2.089441
2,106140,0.785814,1.995770
2,106140,0.887592,2.655909
2,106140,0.970666,2.000036
2,101618,0.137246,1.985163
2,101618,0.293568,2.175670
2,101618,0.567522,2.005192
2,101618,0.656707,1.984754
2,101618,0.882601,1.980203
2,103835,0.196822,2.095615
2,103835,0.460826,1.997782
2,103835,0.530460,2.073890
2,103835,0.534362,3.995180
2,103835,0.788209,2.288717
2,168851,0.418151,3.481299
2,168851,0.461339,2.527166
2,168851,0.619271,2.115531
2,168851,0.828442,2.004341
2,168851,0.902680,2.177881
2,105817,0.080612,1.980460
2,105817,0.127372,2.514217
2,105817,0.609899,2.049306
2,105817,0.659591,2.054492
2,105817,0.761534,2.014471
2,105817,0.810049,2.072834
2,102471,0.229067,1.968565
2,102471,0.248948,1.960292
2,105123,0.034748,2.113292
2,105123,0.135741,2.094784
2,105123,0.249411,2.058479
2,105123,0.435357,2.059678
2,100349,0.052805,1.993981
2,100349,0.129211,2.084737
2,100349,0.132225,4.091926
2,100349,0.272093,1.995863
2,100349,0.481285,1.989502
2,100349,0.607940,2.062075
2,100349,0.623258,1.985346
2,100349,0.794382,2.615638
2,102860,0.141990,2.049790
2,108853,0.249301,2.430871
2,108853,0.268707,2.560278
2,108853,0.698714,2.021709
2,104754,0.108118,2.055630
2,104754,0.137826,2.110260
2,104754,0.295819,2.530339
2,104754,0.531622,2.662151
2,104754,0.643723,2.137168
2,104754,0.671325,1.961103
2,104754,0.758569,2.762212
2,104754,0.778202,1.963939
2,104754,0.895608,2.068038
2,100817,0.041448,2.796649
2,100817,0.138354,2.028417
2,100817,0.306091,2.004828
2,100817,0.322215,2.123816
2,100817,0.549636,2.037627
2,100817,0.674392,2.474124
2,100817,0.827864,1.984845
2,100817,0.907924,1.983839
2,99098,0.082093,2.222226
2,99098,0.110252,2.035420
2,99098,0.205610,2.106947
2,99098,0.447648,2.086948
2,99098,0.718258,2.032519
2,99098,0.900942,2.269909
2,102147,0.121797,2.112802
2,102147,0.325312,2.242641
2,102147,0.709963,2.069077
2,102147,0.889819,2.023936
2,105937,0.118830,2.222592
2,105937,0.150540,2.005733
2,105937,0.337560,2.141667
2,105937,0.354509,1.987039
2,105937,0.574334,1.979810
2,105937,0.600367,1.990363
2,105937,0.704890,2.509124
2,105937,0.716493,2.458012
2,105937,0.798473,2.025245
2,105937,0.819365,2.606598
2,105937,0.861501,2.000005
2,105937,0.963712,2.100471
2,103001,0.059689,1.963861
2,103001,0.357673,1.997050
2,103001,0.525081,1.989798
2,103001,0.799531,3.243161
2,93560,0.103528,2.800059
2,93560,0.119796,2.112767
2,93560,0.186189,2.068009
2,93560,0.187882,2.372627
2,93560,0.230224,2.085030
2,93560,0.234250,1.795978
2,93560,0.268644,2.160386
2,93560,0.284293,2.091825
2,93560,0.609301,2.086548
2,93560,0.625032,2.154412
2,93560,0.752162,2.362028
2,93560,0.775222,1.965768
2,98626,0.058727,1.998710
2,98626,0.064074,2.741511
2,98626,0.087939,1.994440
2,98626,0.139798,1.970751
2,98626,0.316826,1.980212
2,98626,0.452750,2.958303
2,98626,0.649535,2.397035
2,98626,0.748320,2.053391
2,98626,0.874645,1.987964
2,98626,0.934493,2.001874
2,106498,0.167117,2.014202
2,106498,0.177563,3.210111
2,106498,0.288570,2.053437
2,106498,0.308492,2.890185
2,106498,0.464834,1.964404
2,106498,0.468901,1.179899
2,106498,0.541921,1.963928
2,106498,0.921720,1.986016
2,92821,0.735336,2.115712
2,102138,0.045609,2.017904
2,102138,0.061794,2.090711
2,102138,0.332941,2.225925
2,102138,0.358066,2.205455
2,102138,0.563604,1.992438
2,102138,0.582989,2.038274
2,102138,0.791872,1.979236
2,102138,0.820568,2.241278
2,102138,0.927796,1.974599
2,102138,0.944890,1.974599
2,102138,0.967991,2.004115
2,100242,0.066163,2.390431
2,100242,0.199031,2.087629
2,100242,0.314724,2.211963
2,100242,0.341892,2.021028
2,100242,0.799894,3.748464
2,100242,0.824709,1.962862
2,100242,0.922585,3.406692
2,98899,0.137881,2.280901
2,98899,0.151486,3.831633
2,98899,0.552736,2.040066
2,98899,0.574970,2.087027
2,98899,0.672681,1.982111
2,98899,0.702760,1.998938
2,98899,0.753835,1.997874
2,104374,0.534834,2.054308
2,142197,0.033894,2.000756
2,142197,0.064283,2.071885
2,142197,0.343523,1.998332
2,142197,0.418174,2.025107
2,105545,0.268811,2.009939
2,105545,0.414293,1.975367
2,105545,0.695783,2.140481
2,105545,0.956773,2.014702
2,112280,0.029372,2.030739
2,112280,0.185920,1.973195
2,112280,0.194714,1.994443
2,112280,0.483182,2.008912
2,112280,0.498666,2.058100
2,112280,0.518753,2.132402
2,112280,0.616196,2.068433
2,112280,0.633227,1.682777
2,112280,0.704121,2.002836
2,112280,0.971758,1.986996
2,107162,0.231214,2.087021
2,101218,0.076140,2.131361
2,101218,0.168132,1.976188
2,101218,0.531168,1.996161
2,103335,0.065894,2.509461
2,103335,0.440636,2.897919
2,103335,0.498874,2.254505
2,103335,0.519519,1.984350
2,103335,0.656992,2.234433
2,103335,0.673260,3.161442
2,103335,0.868290,2.124452
2,103335,0.910797,2.089144
2,100948,0.186132,3.512686
2,100948,0.227979,1.965172
2,133810,0.163275,1.991305
2,133810,0.784782,2.077601
2,133810,0.882844,2.102962
2,133810,0.979915,2.031295
2,100559,0.237924,2.012532
2,100559,0.272236,2.100067
2,100559,0.332972,2.007183
2,100559,0.585993,1.994456
2,100559,0.831479,2.047999
2,106478,0.035443,2.183083
2,106478,0.221080,1.962200
2,106478,0.432708,1.995260
2,106478,0.543136,2.174172
2,106478,0.810175,2.529432
2,102129,0.116801,1.962205
2,102129,0.282309,2.688046
2,102129,0.449159,2.491664
2,102129,0.695759,2.568283
2,102129,0.941864,2.048553
2,106037,0.442080,4.752664
2,106037,0.460330,2.788295
2,106037,0.813622,2.034804
2,106037,0.847128,2.046551
2,106037,0.940009,2.882424
2,106037,0.950228,1.987034
2,100620,0.095239,2.053072
2,100620,0.190018,1.999741
2,100620,0.201270,2.039605
2,100620,0.290640,1.962360
2,100620,0.490584,3.202978
2,100620,0.609951,2.763055
2,100620,0.825419,3.578683
2,100620,0.863302,2.059786
2,106023,0.059680,2.005688
2,106023,0.713000,1.974953
2,106023,0.816430,2.122741
2,196315,0.254050,2.113737
2,196315,0.435681,1.981965
2,196315,0.535271,2.115575
2,105550,0.615083,2.313211
2,105550,0.733232,2.088405
2,105550,0.824254,1.981022
2,105550,0.938006,1.585817
2,105550,0.959291,2.072512
2,105002,0.245700,1.993511
2,105002,0.734214,2.005791
2,105002,0.890349,1.989302
2,102272,0.044315,2.053655
2,102272,0.265130,2.040649
2,102272,0.503803,2.015514
2,102272,0.689708,1.974850
2,102272,0.861864,1.963007
2,102272,0.936143,1.980638
2,104641,0.042632,1.968440
2,104641,0.193709,2.051876
2,104641,0.234296,1.981673
2,104641,0.316772,2.477410
2,104641,0.913382,2.040077
2,102592,0.164264,2.019285
2,102592,0.505603,3.116830
2,96072,0.035502,2.920535
2,96072,0.275950,2.136036
2,96072,0.432210,2.264875
2,100347,0.023400,2.081357
2,100347,0.213227,2.113844
2,100347,0.317441,2.172536
2,100347,0.331872,2.117517
2,100347,0.419508,3.166207
2,100347,0.433361,2.772868
2,100347,0.789832,1.975470
2,98735,0.122956,2.071441
2,98735,0.190526,2.018835
2,98735,0.435805,2.063877
2,98735,0.486591,2.106202
2,98735,0.531658,2.036694
2,98735,0.556638,1.945735
2,98735,0.569665,2.010760
2,98735,0.699541,2.068769
2,98735,0.718327,2.031403
2,107776,0.142032,2.320241
3,104927,0.279849,1.970350
3,104927,0.295533,2.593613
3,101208,0.065131,2.238821
3,101208,0.331980,2.128637
3,101208,0.446077,2.907844
3,101208,0.728988,2.045477
3,101208,0.873848,1.987607
3,105990,0.212535,3.024191
3,105990,0.363017,2.130820
3,103817,0.175760,3.140509
3,103817,0.368730,1.979857
3,103817,0.839088,2.216285
3,102541,0.045778,2.215518
3,102541,0.058990,2.655181
3,102541,0.071169,2.495215
3,102541,0.189351,2.167767
3,102541,0.289354,2.241340
3,102541,0.307231,2.054418
3,102541,0.445812,1.992537
3,102541,0.500856,2.267777
3,102541,0.596572,2.072604
3,102541,0.625443,2.605018
3,102541,0.690699,2.520938
3,102541,0.760948,2.015170
3,140384,0.077124,2.063802
3,140384,0.317976,2.061902
3,140384,0.523654,2.245780
3,140384,0.562409,1.971345
3,140384,0.672926,2.239618
3,99714,0.647459,2.546793
3,99714,0.668993,1.968614
3,99714,0.791890,1.467865
3,99714,0.801497,2.009086
3,104331,0.616583,2.000103
3,104331,0.676821,1.982099
3,101646,0.250245,2.367384
3,101061,0.235780,2.028057
3,101061,0.245488,3.780582
3,101061,0.371991,2.454131
3,101061,0.414806,2.157816
3,101061,0.456259,1.970795
3,101061,0.735589,2.086490
3,103151,0.145189,1.965849
3,97898,0.325285,1.978754
3,97898,0.717679,2.028875
3,97898,0.928904,2.118532
3,101881,0.044802,2.035100
3,101881,0.166287,1.964758
3,101881,0.174658,2.370596
3,101881,0.231291,1.971747
3,101881,0.316669,2.024399
3,101881,0.428497,1.997720
3,101881,0.592822,2.060654
3,107882,0.334776,2.048193
3,107882,0.662923,1.969212
3,114960,0.203899,2.016445
3,114960,0.276719,2.944402
3,114960,0.456653,2.394663
3,114960,0.528742,2.104494
3,114960,0.972272,2.011367
3,99604,0.138417,2.236534
3,99604,0.287160,2.163931
3,99604,0.356652,1.976595
3,99604,0.934351,1.964576
3,159975,0.111272,2.773727
3,159975,0.125040,2.070833
3,159975,0.477367,1.982075
3,159975,0.523208,2.156234
3,159975,0.905945,2.053652
3,159975,0.938825,2.017922
3,100252,0.300872,2.044296
3,100252,0.537967,2.022062
3,100252,0.837495,1.975199
3,100252,0.941960,1.990634
3,103592,0.165900,2.002263
3,103592,0.168018,4.066385
3,103592,0.358492,1.976244
3,103592,0.751768,2.090036
3,103592,0.820050,1.973718
3,103592,0.863016,2.025419
3,103592,0.964405,2.084300
3,110993,0.217293,2.304159
3,110993,0.231136,5.563429
3,110993,0.511803,2.226362
3,110993,0.783922,1.995544
3,110993,0.959115,2.240481
3,104568,0.041511,2.079708
3,104568,0.168443,2.614173
3,104568,0.336576,2.009156
3,104568,0.501431,2.345466
3,104568,0.927386,2.001211
3,107251,0.086325,2.116073
3,107251,0.108362,2.307710
3,107251,0.327883,3.733524
3,101046,0.050721,1.990432
3,101046,0.136780,2.184092
3,101046,0.311998,2.001536
3,101046,0.862994,2.003742
3,103493,0.023013,2.702512
3,103493,0.043714,2.070174
3,103493,0.638054,2.636868
3,103493,0.757573,2.146246
3,103493,0.889699,1.986697
3,103493,0.895498,2.964356
3,103493,0.958409,3.021790
3,107576,0.037896,2.002289
3,107576,0.157415,1.999574
3,107576,0.213946,4.044419
3,107576,0.389139,2.007467
3,107576,0.589245,2.891398
3,107576,0.800873,2.050898
3,107576,0.827021,2.670595
3,107576,0.860784,2.228833
3,107576,0.945733,2.168287
3,121341,0.234253,2.284904
3,121341,0.272378,2.328084
3,121341,0.476896,2.156173
3,121341,0.524854,2.195670
3,120396,0.113586,2.123444
3,120396,0.121604,3.820830
3,120396,0.206956,1.970557
3,120396,0.267926,2.041824
3,120396,0.478722,2.314099
3,120396,0.482177,4.697331
3,120396,0.838841,3.268774
3,120396,0.859417,2.179140
3,105093,0.055054,1.984815
3,105093,0.163453,2.130241
3,105093,0.274398,2.029605
3,105093,0.479950,2.089869
3,105093,0.659405,2.136613
3,105093,0.737520,2.095368
3,101912,0.348507,2.122532
3,101912,0.592588,1.983919
3,101912,0.741381,2.002386
3,101912,0.855453,2.579334
3,106787,0.100777,2.004228
3,106787,0.308522,1.994970
3,106787,0.350177,1.991394
3,106787,0.556410,3.960213
3,106787,0.655706,1.870907
3,106787,0.847894,1.980538
3,106787,0.931607,0.802515
3,106787,0.934910,2.181074
3,99630,0.126217,1.975500
3,99630,0.341048,2.201757
3,99630,0.363439,1.995459
3,99630,0.454893,2.133975
3,99630,0.830444,1.969295
3,99630,0.962192,2.060309
3,120917,0.234253,2.284904
3,120917,0.272378,2.328084
3,120917,0.476896,2.156173
3,120917,0.524854,2.195670
3,160189,0.234253,2.220127
3,160189,0.272378,2.048943
3,160189,0.476896,2.189858
3,160189,0.524854,2.093233
3,103376,0.037304,2.009032
3,103376,0.072277,2.112737
3,103376,0.090709,2.040079
3,103376,0.146610,2.709750
3,103376,0.313230,2.038921
3,103376,0.616767,3.050752
3,103376,0.712281,2.586487
3,103376,0.736638,2.394090
3,103376,0.770628,2.257245
3,103376,0.796574,1.982767
3,103376,0.866344,2.597329
3,112288,0.025455,2.706722
3,112288,0.090812,2.554635
3,112288,0.198958,1.986779
3,112288,0.311291,2.100735
3,112288,0.636891,2.028017
3,112288,0.884526,2.021839
3,168011,0.364312,3.364384
3,168011,0.630153,2.078558
3,168011,0.680154,2.128811
3,168011,0.722515,2.128558
3,108092,0.061688,2.079675
3,108092,0.478238,1.961358
3,108092,0.552622,2.017178
3,98723,0.281422,1.967592
3,98723,0.784534,1.987201
3,98723,0.870795,2.030368
3,97527,0.135270,1.960455
3,97527,0.368936,2.041596
3,97527,0.500306,1.970328
3,167268,0.045521,1.973156
3,167268,0.269782,2.099315
3,167268,0.367187,3.110143
3,167268,0.705218,2.333905
3,167268,0.838226,1.972585
3,167268,0.874410,2.172956
3,167268,0.900986,2.377097
3,167268,0.945717,2.058726
3,103520,0.159470,2.932862
3,103520,0.206723,2.034029
3,103520,0.326166,1.963182
3,103520,0.495307,2.004584
3,102709,0.055621,2.187961
3,102709,0.059050,1.496049
3,102709,0.119667,2.049305
